2026-07-31T06:00:52.442345+00:00,SP500,7486.610000000001
2026-07-31T06:01:12.129438+00:00,GER40,25747.3
2026-07-31T06:01:12.958907+00:00,GER40,25747.3
2026-07-31T06:01:18.562358+00:00,NAS100,28476.3
2026-07-31T06:01:25.244216+00:00,USDCAD,1.4017249999999999
2026-07-31T06:01:26.089812+00:00,USDCAD,1.4017249999999999
2026-07-31T06:01:39.180032+00:00,AUDUSD,0.70303
2026-07-31T06:01:47.463874+00:00,UK100,10953.7
2026-07-31T06:01:48.044184+00:00,UK100,10953.7
2026-07-31T06:01:48.892198+00:00,DJ30,52506.0
2026-07-31T06:01:49.683761+00:00,DJ30,52506.0
2026-07-31T06:01:50.532591+00:00,XAGUSD,58.338499999999996
2026-07-31T06:01:51.352795+00:00,XAGUSD,58.338499999999996
2026-07-31T06:02:50.089819+00:00,SP500,7487.62
2026-07-31T06:03:10.910553+00:00,GER40,25744.3
2026-07-31T06:03:11.761446+00:00,GER40,25744.3
2026-07-31T06:03:17.647575+00:00,NAS100,28474.550000000003
2026-07-31T06:03:24.657181+00:00,USDCAD,1.4017
2026-07-31T06:03:25.494061+00:00,USDCAD,1.4017
2026-07-31T06:03:38.703301+00:00,AUDUSD,0.7030449999999999
2026-07-31T06:03:46.990665+00:00,DJ30,52495.0
2026-07-31T06:03:47.814291+00:00,DJ30,52495.0
2026-07-31T06:03:48.619297+00:00,UK100,10951.7
2026-07-31T06:03:49.467821+00:00,UK100,10951.7
2026-07-31T06:04:50.144745+00:00,SP500,7485.37
2026-07-31T06:05:11.056162+00:00,GER40,25743.3
2026-07-31T06:05:11.887465+00:00,GER40,25743.3
2026-07-31T06:05:17.689714+00:00,NAS100,28474.050000000003
2026-07-31T06:05:24.867530+00:00,USDCAD,1.4019249999999999
2026-07-31T06:05:25.680600+00:00,USDCAD,1.4019249999999999
2026-07-31T06:05:38.968020+00:00,AUDUSD,0.70303
2026-07-31T06:05:46.843858+00:00,DJ30,52503.0
2026-07-31T06:05:47.477286+00:00,DJ30,52503.0
2026-07-31T06:05:48.196689+00:00,XAGUSD,58.4425
2026-07-31T06:05:48.830355+00:00,XAGUSD,58.4425
2026-07-31T06:05:49.439417+00:00,UK100,10951.2
2026-07-31T06:05:50.241940+00:00,UK100,10951.2
2026-07-31T06:06:51.153971+00:00,SP500,7486.110000000001
2026-07-31T06:07:11.884821+00:00,GER40,25737.3
2026-07-31T06:07:12.757875+00:00,GER40,25737.3
2026-07-31T06:07:17.972066+00:00,NAS100,28477.050000000003
2026-07-31T06:07:24.652943+00:00,USDCAD,1.401745
2026-07-31T06:07:25.526453+00:00,USDCAD,1.401745
2026-07-31T06:07:38.714723+00:00,AUDUSD,0.7032700000000001
2026-07-31T06:07:46.849684+00:00,UK100,10945.2
2026-07-31T06:07:47.419596+00:00,UK100,10945.2
2026-07-31T06:07:48.249511+00:00,XAGUSD,58.4525
2026-07-31T06:07:49.073414+00:00,XAGUSD,58.4525
2026-07-31T06:07:49.920630+00:00,DJ30,52502.0
2026-07-31T06:07:50.775432+00:00,DJ30,52502.0
2026-07-31T06:08:50.162609+00:00,SP500,7486.87
2026-07-31T06:09:10.754616+00:00,GER40,25742.3
2026-07-31T06:09:11.588260+00:00,GER40,25742.3
2026-07-31T06:09:17.658535+00:00,NAS100,28484.050000000003
2026-07-31T06:09:24.650542+00:00,USDCAD,1.40154
2026-07-31T06:09:25.444465+00:00,USDCAD,1.40154
2026-07-31T06:09:38.665352+00:00,AUDUSD,0.703365
2026-07-31T06:09:46.880715+00:00,DJ30,52500.0
2026-07-31T06:09:47.584313+00:00,DJ30,52500.0
2026-07-31T06:09:48.410474+00:00,UK100,10945.2
2026-07-31T06:09:49.199963+00:00,UK100,10945.2
2026-07-31T06:10:50.148929+00:00,SP500,7487.110000000001
2026-07-31T06:11:10.824995+00:00,GER40,25741.3
2026-07-31T06:11:11.583388+00:00,GER40,25741.3
2026-07-31T06:11:12.458986+00:00,GBPUSD,1.34544
2026-07-31T06:11:13.279498+00:00,GBPUSD,1.34544
2026-07-31T06:11:17.649489+00:00,NAS100,28487.050000000003
2026-07-31T06:11:24.882630+00:00,USDCAD,1.40161
2026-07-31T06:11:25.676039+00:00,USDCAD,1.40161
2026-07-31T06:11:38.829306+00:00,AUDUSD,0.703335
2026-07-31T06:11:47.032409+00:00,DJ30,52506.0
2026-07-31T06:11:47.630265+00:00,DJ30,52506.0
2026-07-31T06:11:48.359665+00:00,XAGUSD,58.4765
2026-07-31T06:11:48.971419+00:00,XAGUSD,58.4765
2026-07-31T06:11:49.559571+00:00,UK100,10940.2
2026-07-31T06:11:50.259976+00:00,UK100,10940.2
2026-07-31T06:12:50.794119+00:00,SP500,7487.610000000001
2026-07-31T06:13:11.732758+00:00,GBPUSD,1.345105
2026-07-31T06:13:12.569512+00:00,GBPUSD,1.345105
2026-07-31T06:13:13.422332+00:00,GER40,25744.3
2026-07-31T06:13:14.240195+00:00,GER40,25744.3
2026-07-31T06:13:18.745171+00:00,NAS100,28492.300000000003
2026-07-31T06:13:24.673957+00:00,USDCAD,1.40171
2026-07-31T06:13:25.526939+00:00,USDCAD,1.40171
2026-07-31T06:13:38.684767+00:00,AUDUSD,0.703235
2026-07-31T06:13:46.622964+00:00,UK100,10944.2
